Gene	Mono_A375_1	Mono_A375_2	Mono_A375_3	CC_A375_1	CC_A375_2	CC_A375_3
AC006366	0	0	0	0	0	0
AC006369	0	1.004330653	0.980816728	1.989909042	0	0
AC006372	3.962246444	0	1.961633456	0.994954521	0	0
AC006373	0	0	0.980816728	0	0	0
AC006378	1.981123222	2.008661306	1.961633456	1.989909042	0.975663326	3.077226507
AC006380	0	0	0	0	0	0
AC006390	0	0	0	0	0	0
AC006427	0	0	0	0	0	0
AC006445	2.971684833	3.012991958	6.865717097	3.979818083	3.902653305	5.128710844
AC006458	0	0	0	0	0	0
AC006460	0	0	0	0.994954521	0.975663326	0
AC006461	0	0	0	0	0	0
AC006466	0	0	0	0	0	0
AC006482	0	0	0	0	0	0
AC006483	0	0	2.942450184	2.984863563	0.975663326	2.051484338
AC006486	0	0	0	0	0	0
AC006499	0	0	0	0	0	0
AC006509	0	0	2.942450184	0.994954521	0.975663326	2.051484338
AC006538	19.81123222	19.0822824	24.5204182	21.88899946	22.44025651	17.43761687
AC006539	0	1.004330653	0	1.989909042	0	2.051484338
AC006547	12.87730094	22.09527436	17.65470111	12.93440877	7.805306611	23.59206988
AC006548	0	0	0	0	0	0
AC006552	0	0	0	0	0	0
AC006942	0.990561611	6.025983917	0.980816728	1.989909042	9.756633263	7.180195182
AC006946	21.79235544	14.06062914	18.63551783	26.86377206	34.14821642	20.51484338
AC006947	0	0	0	0	0	0
AC006960	0	0	0	0	0	0
AC006978	13.86786255	11.04763718	14.71225092	15.91927233	11.70795992	15.38613253
AC006987	0.990561611	0	0	0	0	0
AC006989	0	0	0.980816728	0	0	0
AC006994	0	0	0	0.994954521	0	0
AC007000	0	1.004330653	0	0	0	0
AC007003	0	0	0	0	0	0
AC007009	0	0	0	0	0	0
AC007016	0	0	0.980816728	0	1.951326653	1.025742169
AC007036	0	0	0	0	0	0
AC007038	5.943369666	5.021653264	3.923266912	4.974772604	2.926989979	0
AC007040	30.70740994	26.11259697	29.42450184	27.85872658	32.19688977	36.92671808
AC007041	1.981123222	4.017322611	1.961633456	1.989909042	1.951326653	0
AC007050	0	0	0	0	0	0
AC007064	0	0	0	0	0	0
AC007078	0	0	0	0	0	0
AC007091	0	0	0	0.994954521	0	1.025742169
AC007098	0	0	0	0	0	0
AC007099	0	0	0	0	0	0
AC007106	0	0	0	0.994954521	0	1.025742169
AC007115	0	0	0	0	0	0
AC007126	0	2.008661306	0	0	0	0
AC007128	1.981123222	6.025983917	7.846533825	12.93440877	12.68362324	7.180195182
AC007131	2.971684833	7.03031457	1.961633456	6.964681646	4.878316632	2.051484338
AC007136	0	0	0	0	0	0
AC007161	0	1.004330653	0	0	0	1.025742169
AC007163	0	1.004330653	0	1.989909042	0	0
AC007179	0	0	0	0	0	0
AC007182	0	0	0	0	0	0
AC007192	0	0	0	0	0	0
AC007193	2.971684833	4.017322611	4.90408364	0.994954521	0.975663326	2.051484338
AC007204	0	0	0	0	0	1.025742169
AC007228	7.924492887	5.021653264	4.90408364	8.954590688	5.853979958	9.23167952
AC007229	0	0	2.942450184	0.994954521	2.926989979	2.051484338
AC007237	0	0	0	0	0	0
AC007238	12.87730094	19.0822824	11.76980074	12.93440877	7.805306611	17.43761687
AC007246	135.7069407	129.5586542	151.0457761	211.9253129	255.6237915	245.1523784
AC007249	0	0	0	0	0	0
AC007250	0	0	0	0	0	0
AC007253	0	0	0	0	0	0
AC007255	2.971684833	2.008661306	0.980816728	2.984863563	0.975663326	3.077226507
AC007256	3.962246444	2.008661306	2.942450184	0.994954521	0.975663326	5.128710844
AC007271	0	0	0	0	0	0
AC007272	0	0	0	0	0	0
AC007274	0	0	0	0	0	0
AC007277	0	1.004330653	0.980816728	0.994954521	0	1.025742169
AC007278	0	0	0	0	0	0
AC007279	0	0	0	0.994954521	0	1.025742169
AC007283	0	0	0	0.994954521	0	0
AC007285	13.86786255	22.09527436	21.57796802	15.91927233	14.63494989	13.3346482
AC007292	7.924492887	10.04330653	16.67388438	16.91422685	7.805306611	5.128710844
AC007308	0	0	0	0	0	0
AC007312	0	0	0	0	0	0
AC007317	0	0	0	0	0	0
AC007318	59.43369666	50.21653264	48.06001968	75.61654358	69.27209617	62.5702723
AC007319	0	1.004330653	0.980816728	0.994954521	1.951326653	1.025742169
AC007322	0	0	0	0	0	0
AC007326	0	0	0	0	0	0
AC007327	0	0	0	0	0	0
AC007349	0	0	0	0	0	0
AC007359	0	0	0	0	0	0
AC007362	0	0	0	0	0.975663326	0
AC007364	0	0	0	0	0	0
AC007365	4.952808055	2.008661306	1.961633456	0	0.975663326	1.025742169
AC007381	0	0	0	0	0	0
AC007383	57.45257343	72.311807	50.02165313	63.67708933	57.56413625	59.49304579
AC007386	0	0	0	0	0	0
AC007387	0	0	0	0	0	0
AC007389	0	0	0	1.989909042	0.975663326	0
AC007390	0	0	0	0	0	0
AC007391	0.990561611	1.004330653	0	0.994954521	0	1.025742169
AC007392	0.990561611	0	1.961633456	0	0	0
AC007394	0	0	0	0	0	0
AC007395	0	0	0.980816728	0	0	0
AC007403	0	0	0	0	0	1.025742169
AC007405	76.27324404	72.311807	80.4269717	59.69727125	81.95571941	91.29105303
AC007422	0	0	0	0	0	0
AC007461	0	0	0	0	0	0
AC007463	0	0	0	0	0	0
AC007551	0.990561611	0	0.980816728	0	1.951326653	0
AC007556	0	0	0	0	0	0
AC007557	0	0	0	0	0	0
AC007559	0	0	0	0	0	0
AC007560	0	0	0.980816728	0	0	0
AC007562	0	0	0	0	0	0
AC007563	0	0	0	1.989909042	0	1.025742169
AC007566	5.943369666	1.004330653	4.90408364	0.994954521	4.878316632	1.025742169
AC007568	0	0	0	0	0	0
AC007618	0	0	0	0	0	0
AC007620	43.58471088	58.25117786	50.02165313	49.74772604	82.93138274	48.20988194
AC007631	0	0	0	0	0	0
AC007652	0	0	0	0	0	0
AC007677	0	0	0	0	0	0
AC007679	0	0	0	0	0	0
AC007682	0	0	0	0	0	0
AC007731	0.990561611	0	0	0	0	1.025742169
AC007740	0	0	0	0	0	0
AC007742	0	0	0	0	0	0
AC007743	0.990561611	1.004330653	4.90408364	1.989909042	1.951326653	0
AC007750	0	0	0	0	0	0
AC007773	35.66021799	24.10393567	19.61633456	50.74268056	62.44245288	53.33859278
AC007787	0	0	0	0	0	0
AC007790	6.933931276	1.004330653	8.827350553	9.949545208	10.73229659	3.077226507
AC007795	0	0	0	0	0	0
AC007796	0	0	0	0	0	0
AC007875	0	0	0	0	0	0
AC007879	9.905616109	13.05629849	6.865717097	9.949545208	20.48892985	12.30890603
AC007880	0	0	0	1.989909042	0	2.051484338
AC007881	0	0	0	0	0	0
AC007899	0.990561611	0	0	0	0	0
AC007919	0	0	0	0	0	0
AC007948	0.990561611	0	0	0	0	0
AC007950	0	0	0	0	0	0
AC007952	0	0	0	0.994954521	0.975663326	0
AC007966	5.943369666	4.017322611	5.884900369	0.994954521	0.975663326	1.025742169
AC007967	0	0	0	0	0	0
AC007969	11.88673933	13.05629849	11.76980074	12.93440877	10.73229659	12.30890603
AC008060	2.971684833	0	1.961633456	0	0.975663326	0
AC008063	2.971684833	2.008661306	4.90408364	0.994954521	0.975663326	0
AC008065	0	1.004330653	0	0	0.975663326	0
AC008067	0	0	0	0	0	0
AC008069	0	0	0	0	0.975663326	0
AC008072	0	0	0	0	0	0
AC008073	0	1.004330653	0	0.994954521	0.975663326	0
AC008074	0	1.004330653	0	0.994954521	0	4.102968675
AC008079	0	0	0	0	0	0
AC008088	0	3.012991958	0	0.994954521	0.975663326	0
AC008132	5.943369666	4.017322611	4.90408364	5.969727125	5.853979958	5.128710844
AC008154	0	0	0	0	0	0
AC008155	1.981123222	0	0.980816728	1.989909042	0.975663326	4.102968675
AC008171	0	0	0	0	0	0
AC008173	0	0	0	0	0	0
AC008175	0	0	0	0	0	0
AC008264	0	0	0	0	0	0
AC008265	0	0	0	0	0	1.025742169
AC008268	0.990561611	0	0.980816728	0	0	0
AC008269	0	0	0.980816728	0	0	0
AC008271	0	0	0	0	0	0
AC008277	0	0	0	0	0	0
AC008278	0	0	0.980816728	0	0	0
AC008280	0	1.004330653	0.980816728	0.994954521	0.975663326	0
AC008281	0	0	0	0	0	0
AC008427	0	0	0	0.994954521	1.951326653	1.025742169
AC008440	43.58471088	29.12558893	33.34776876	19.89909042	15.61061322	21.54058555
AC008565	0	0	0	0	0	0
AC008592	14.85842416	15.06495979	15.69306765	12.93440877	8.780969937	13.3346482
AC008691	0	0	0	0	0	0
AC008694	0	0	0.980816728	0.994954521	0.975663326	0
AC008697	0	0	0	0	0	0
AC008703	0	0	0	0	0	0
AC008746	4.952808055	3.012991958	2.942450184	1.989909042	3.902653305	1.025742169
AC008753	3.962246444	4.017322611	5.884900369	4.974772604	0.975663326	5.128710844
AC008781	0	0	0.980816728	0	0	2.051484338
AC008834	0	0	0	0	0	0
AC008850	0.990561611	0	0.980816728	0	0	0
AC008937	2.971684833	0	0.980816728	2.984863563	0.975663326	3.077226507
AC008940	0	0	0	0	0	0
AC008982	2.971684833	5.021653264	3.923266912	4.974772604	4.878316632	6.154453013
AC008984	0	0	0	0	0	0
AC008991	0	0	0	0	0	0
AC008992	0	0	0	0	0	0
AC009005	53.49032699	55.2381859	45.11756949	39.79818083	43.90484968	36.92671808
AC009014	0	0	0	0	0	0
AC009052	0	0	0	0	0	0
AC009095	0.990561611	0	0.980816728	0	0	0
AC009110	0	0	0	0	0	0
AC009120	16.83954739	16.06929044	24.5204182	19.89909042	14.63494989	8.205937351
AC009133	20.80179383	25.10826632	14.71225092	17.90918138	3.902653305	13.3346482
AC009134	0	0	0	0	0	0
AC009158	0	0	0	0	0	0
AC009161	0	0	0	0	0	0
AC009166	0.990561611	4.017322611	5.884900369	0	0.975663326	1.025742169
AC009227	0	0	0	0	0	0
AC009228	0.990561611	2.008661306	0	0.994954521	0	0
AC009229	10.89617772	17.0736211	13.73143419	1.989909042	0.975663326	0
AC009236	0	0	0	0	0	0
AC009237	142.640872	148.6409366	161.8347601	105.4651792	112.2012825	101.5484747
AC009238	0	0	0	0	0	0
AC009245	9.905616109	10.04330653	16.67388438	16.91422685	6.829643284	14.36039036
AC009262	0	1.004330653	0	0.994954521	0	0
AC009263	0	0	0	0.994954521	0	0
AC009264	2.971684833	7.03031457	3.923266912	2.984863563	2.926989979	3.077226507
AC009274	1.981123222	0	0.980816728	0	0.975663326	0
AC009276	0	0	0	0	0	0
AC009299	0.990561611	1.004330653	0.980816728	0.994954521	0	0
AC009302	0.990561611	3.012991958	0	0	0.975663326	1.025742169
AC009303	0	0	0	0	0	0
AC009305	0	0	0	0	0	0
AC009310	0	0	0	0	0	0
AC009312	0	0	0	0	0	0
AC009313	0	0	0	0	0	0
AC009362	1.981123222	1.004330653	0.980816728	0.994954521	0.975663326	0
AC009365	0	0	0	0	0	0
AC009403	61.41481988	62.26850047	54.92573677	84.57113427	121.9579158	109.7544121
AC009404	16.83954739	19.0822824	17.65470111	13.92936329	6.829643284	8.205937351
AC009410	17.830109	21.09094371	24.5204182	33.82845371	19.51326653	35.90097591
AC009411	0	0	0	0	0	0
AC009413	1.981123222	2.008661306	0	0	0.975663326	0
AC009414	0	0	0	0.994954521	0.975663326	0
AC009473	0	0	0	0	0	0
AC009474	0.990561611	0	1.961633456	0	0	0
AC009477	1.981123222	0	0.980816728	0	0	0
AC009478	0	0	0.980816728	0	0	0
AC009480	0	1.004330653	0	0	0	0
AC009487	10.89617772	6.025983917	9.808167281	11.93945425	10.73229659	11.28316386
AC009494	0	0	0	0	0	0
AC009495	0	5.021653264	0.980816728	0	0	0
AC009498	0	0	0	0	0	0
AC009500	0	0	0	0	0	0
AC009501	10.89617772	6.025983917	12.75061747	2.984863563	9.756633263	7.180195182
AC009502	18.82067061	23.09960501	13.73143419	5.969727125	4.878316632	7.180195182
AC009505	0	0	0	0	0	0
AC009506	11.88673933	29.12558893	20.59715129	17.90918138	16.58627655	19.48910121
AC009508	0	0	0	0	0	0
AC009517	0	0	0	0	0	0
AC009518	2.971684833	3.012991958	8.827350553	5.969727125	4.878316632	9.23167952
AC009531	0	0	0.980816728	0	0	0
AC009541	0	0	0	0	0	0
AC009542	0	0	0	0	0	0
AC009784	17.830109	24.10393567	24.5204182	2.984863563	5.853979958	10.25742169
AC009878	0	0	0	0	0	0
AC009892	0	0	0	0	0	0
AC009945	0	0	0	0	0	0
AC009947	0	0	0	0	0	0
AC009948	96.08447626	114.4936944	122.602091	123.3743606	108.2986292	131.2949976
AC009950	0.990561611	1.004330653	2.942450184	0.994954521	0	2.051484338
AC009955	0	0	0	0	0	0
AC009961	21.79235544	15.06495979	16.67388438	19.89909042	16.58627655	13.3346482
AC009963	0	0	0	0.994954521	0.975663326	1.025742169
AC009965	0	0	0	0	0	0
AC009967	0	0	0	0	0	0
AC009969	0	0	0	0	0	0
AC009970	0	0	0	0	0	0
AC010082	0	0	0	0	0	0
AC010084	0	1.004330653	0	0	0	0
AC010086	0	0	0	0	0	0
AC010091	0	1.004330653	0	0	0	0
AC010095	0	0	0.980816728	0	0	0
AC010096	0	0	0	0	0	0
AC010105	0	0	0	0	0	0
AC010127	0	1.004330653	0	0	0	0
AC010132	0.990561611	0	0	0	0	0
AC010136	0	0	0	0	0	0
AC010141	0	0	0	0	0	0
AC010145	0	0	0	0	0	0
AC010148	0	0	0	0.994954521	0	0
AC010149	0	1.004330653	0	0	0	0
AC010150	0	0	0.980816728	0	0	0
AC010153	0	0	0	0	0	0
AC010154	0	0	0	0	0	0
AC010226	3.962246444	6.025983917	5.884900369	2.984863563	5.853979958	10.25742169
AC010240	5.943369666	9.038975875	6.865717097	11.93945425	7.805306611	6.154453013
AC010468	2.971684833	4.017322611	10.78898401	5.969727125	2.926989979	3.077226507
AC010492	2.971684833	2.008661306	2.942450184	0.994954521	0.975663326	5.128710844
AC010504	1.981123222	2.008661306	8.827350553	4.974772604	6.829643284	2.051484338
AC010518	0	0	0	0	0	0
AC010522	0.990561611	1.004330653	0	0	2.926989979	1.025742169
AC010524	12.87730094	10.04330653	6.865717097	12.93440877	12.68362324	13.3346482
AC010525	0	1.004330653	0	0.994954521	1.951326653	0
AC010547	0	0	0	0	0	0
AC010641	0	0	0	0	0	0
AC010642	8.915054498	9.038975875	5.884900369	7.959636167	9.756633263	4.102968675
AC010646	0	0	0	0	0	0
AC010649	0	0	0	0	0	0
AC010677	0	1.004330653	0.980816728	0	0	2.051484338
AC010723	0	0	0	0	0	0
AC010729	5.943369666	9.038975875	5.884900369	5.969727125	3.902653305	6.154453013
AC010731	1.981123222	1.004330653	0.980816728	0.994954521	0	1.025742169
AC010733	1.981123222	1.004330653	1.961633456	3.979818083	1.951326653	2.051484338
AC010740	0	0	0	0	0	0
AC010744	0	0	0	0	0	0
AC010745	0	0	0	0	0	0
AC010746	0	0	0	0	0	0
AC010761	28.72628672	35.15157285	40.21348585	35.81836275	48.78316632	26.66929639
AC010878	2.971684833	0	0	0.994954521	0.975663326	2.051484338
AC010880	0	0	0	0	0	0
AC010883	13.86786255	13.05629849	5.884900369	7.959636167	9.756633263	5.128710844
AC010884	0	0	0.980816728	0	0	0
AC010886	0	0	0	0	0	0
AC010890	0.990561611	1.004330653	0	0.994954521	0.975663326	0
AC010891	0	0	0	0	0	0
AC010894	7.924492887	9.038975875	5.884900369	18.9041359	18.5376032	22.56632771
AC010900	2.971684833	3.012991958	6.865717097	1.989909042	4.878316632	5.128710844
AC010904	0	1.004330653	0	0	0	0
AC010907	0	0	0	0	0	0
AC010967	0	0	5.884900369	0	0	0
AC010969	0	0	0	0	0	0
AC010970	0	0	0	0	0	0
AC010971	0	0	0	0	0	0
AC010974	0	1.004330653	0	0	0	0
AC010975	0	0	0	0	0	0
AC010976	1.981123222	3.012991958	2.942450184	2.984863563	2.926989979	0
AC010980	4.952808055	7.03031457	7.846533825	9.949545208	9.756633263	6.154453013
AC010982	0	0	0	0	0	0
AC010983	0	0	0	0	0	0
AC010987	4.952808055	9.038975875	8.827350553	9.949545208	2.926989979	5.128710844
AC011193	0	0	0	0	0	0
AC011196	0	0	0	0	0	0
AC011225	0	0	0	0	0	0
AC011233	0	0	0	0	0	0
AC011239	0	0	0	0	0	0
AC011242	0	0	0	0	0	0
AC011243	0	0	0	0	0	0
AC011247	2.971684833	3.012991958	3.923266912	2.984863563	4.878316632	3.077226507
AC011284	0	0	0	0	0	0
AC011286	0	0	0	0	0	0
AC011288	23.77347866	25.10826632	23.53960147	27.85872658	22.44025651	14.36039036
AC011290	17.830109	14.06062914	12.75061747	6.964681646	20.48892985	14.36039036
AC011294	2.971684833	4.017322611	2.942450184	2.984863563	0.975663326	2.051484338
AC011298	0	0	0	0	0	0
AC011306	0	0	0	0	0	0
AC011330	0	0	0	0.994954521	0	0
AC011343	0	2.008661306	0	0	0	0
AC011366	0	0	0	0	0	0
AC011406	0	0	0	0	0	0
AC011431	0	0	0	0	0	0
AC011513	0	0	0	0	0	0
AC011515	0	0	0	0	0	0
AC011516	0	0	0	0	0	0
AC011518	0	0	0	0	0	0
AC011523	0	0	0	0	0	0
AC011524	0	0	0	0	0	0
AC011525	0	0	0	0	0	0
AC011530	0	0	0	0	0	0
AC011551	3.962246444	3.012991958	0.980816728	2.984863563	2.926989979	4.102968675
AC011625	0	0	0	0	0	0
AC011648	0	0	0	0	0	0
AC011738	0.990561611	1.004330653	1.961633456	0.994954521	3.902653305	0
AC011742	0	0	0.980816728	0	0	0
AC011747	0	0	0	0	0	0
AC011752	0	0	0	0	0	0
AC011753	0	0	0	0	0	0
AC011754	0	0	0	0	0	0
AC011816	0	0	0	0	0	0
AC011893	0	0	0	0	0	0
AC011897	0	0	0	0	0	0
AC011899	1.981123222	0	0.980816728	0.994954521	0	1.025742169
AC011901	0	0	0	0	0	0
AC011933	0	0	0	0	0	0
AC011995	0	0	0	0	0	0
AC011997	0	0	0	0	0	0
AC011998	0	0	0	0	0	0
AC011999	0	0	0	0	0	0
AC012065	0	0	0	0.994954521	0	0
AC012066	0.990561611	0	0	0	1.951326653	0
AC012074	0.990561611	4.017322611	0.980816728	0	0.975663326	0
AC012075	0	0	0	0	0	0
AC012078	0	0	0	0	0	0
AC012123	0	0	0	0	0	0
AC012146	283.3006207	264.1389617	349.1707552	304.4560834	300.5043045	288.2335494
AC012306	0	0	0	0	0	0
AC012307	0	0	0	0	0	0
AC012314	1.981123222	3.012991958	4.90408364	2.984863563	4.878316632	7.180195182
AC012322	0	0	0	0	0	0
AC012354	12.87730094	6.025983917	6.865717097	13.92936329	12.68362324	21.54058555
AC012358	39.62246444	52.22519395	39.23266912	31.83854467	26.34290981	19.48910121
AC012360	0.990561611	4.017322611	6.865717097	4.974772604	2.926989979	5.128710844
AC012361	0	0	0	0	0	0
AC012362	0	0	0	0	0	0
AC012363	0	0	0	0	0	0
AC012368	0	0	1.961633456	0	0	0
AC012370	0	0	0	0	0	0
AC012442	4.952808055	4.017322611	8.827350553	4.974772604	3.902653305	7.180195182
AC012445	0	0	0	0	0	0
AC012451	0	0	0	0	0	0
AC012454	0	0	0	0	0	0
AC012456	0.990561611	1.004330653	0.980816728	0	0	1.025742169
AC012462	0	0	0	0.994954521	0.975663326	1.025742169
AC012485	0	0	0	0	0	0
AC012493	0	0	0	0	0	0
AC012494	0.990561611	1.004330653	0.980816728	0	0	0
AC012497	0	1.004330653	0	0.994954521	0	0
AC012499	0	0	0	0	0	0
AC012501	23.77347866	19.0822824	20.59715129	1.989909042	0.975663326	4.102968675
AC012506	0	0	0	0	0.975663326	0
AC012507	0	2.008661306	0	0.994954521	0.975663326	0
AC012512	175.3294051	177.7665255	186.3551783	150.2381326	132.6902124	108.7286699
AC012513	0	0	0.980816728	0	0	0
AC012531	14.85842416	16.06929044	30.40531857	6.964681646	15.61061322	14.36039036
AC012593	0	0	0	0	0	0
AC012594	0	0	0	0	0	0
AC012613	0.990561611	0	0	0	0	0
AC012668	0	0	0	0	0	0
AC012671	0	3.012991958	0.980816728	0	0	1.025742169
AC013248	0	0	0	0	0	0
AC013262	0	0	0	0	0	0
AC013264	0	0	0	0	0	0
AC013267	0	0	0	0	0	0
AC013268	0	0	0	0	0	0
AC013269	0	0	0	0	0	0
AC013271	0	0	0	0	0	0
AC013275	0	0	0	0	0	0
AC013399	0	0	0	0	0	0
AC013401	0.990561611	0	0.980816728	0	0	0
AC013402	0	0	0	0	0	0
AC013403	0	0	0	0	0	0
AC013404	0	0	0	0	0.975663326	0
AC013410	1.981123222	0	0	0	0	0
AC013429	0	1.004330653	0	0	0	0
AC013436	0	0	0	0	0	0
AC013439	0	0	0	0	0	0
AC013442	0	0	0	0	0	0
AC013444	1.981123222	2.008661306	1.961633456	0.994954521	0	0
AC013448	0.990561611	1.004330653	0	0	0	0
AC013460	0	1.004330653	0	0	0	0
AC013461	330.847578	338.45943	288.3601181	550.20985	595.1546291	574.4156146
AC013463	0	0	0	0	0	0
AC013467	0	0	0	0	0	0
AC013470	0	0	0	0	1.951326653	0
AC013472	0.990561611	1.004330653	0.980816728	0	0	0
AC013474	0	0	0	0	0	0
AC013480	0	0	0	0	0	0
AC013727	0	0	0	0	0	0
AC013733	0	0	0	0	0	0
AC015688	0	0	0	0	0	0
AC015691	0	0	0	0.994954521	0	0
AC015818	0	0	0	0	0	0
AC015922	0	0	0.980816728	0.994954521	0.975663326	1.025742169
AC015923	0	0	0	0	0	0
AC015933	7.924492887	9.038975875	5.884900369	7.959636167	11.70795992	5.128710844
AC015936	0	0	0	0	0	0
AC015969	0	0	0	0	0	0
AC015971	4.952808055	10.04330653	4.90408364	6.964681646	0.975663326	2.051484338
AC015977	0	0	0	0	0.975663326	0
AC015987	0.990561611	0	0.980816728	0	1.951326653	0
AC016292	2.971684833	4.017322611	0	0.994954521	1.951326653	1.025742169
AC016561	0	0	0	0	0	0
AC016582	0	0	0.980816728	0	0.975663326	0
AC016629	0	0	0	0	0	0
AC016644	0	0	0	0	0	0
AC016682	0	0	0	0	0	0
AC016683	0	0	0	0	0	0
AC016691	0	0	0	0	0	0
AC016694	0	0	0	0	0	0
AC016696	0	0	0	0	0	0
AC016700	17.830109	12.05196783	9.808167281	30.84359015	42.92918636	41.02968675
AC016710	49.52808055	32.13858089	32.36695203	13.92936329	14.63494989	26.66929639
AC016712	4.952808055	0	4.90408364	1.989909042	3.902653305	3.077226507
AC016716	0.990561611	0	0	0	0	0
AC016717	0	0	0	0	0	0
AC016722	5.943369666	7.03031457	3.923266912	0.994954521	4.878316632	7.180195182
AC016723	0.990561611	1.004330653	0.980816728	0	0	1.025742169
AC016724	0	0	0	0	0	0
AC016727	0	0	0	0	0	0
AC016730	0	0	0	0.994954521	0	0
AC016734	0.990561611	0	1.961633456	0.994954521	3.902653305	1.025742169
AC016735	272.404443	280.2082521	260.8972497	259.6831299	191.230012	182.5821061
AC016738	17.830109	18.07795175	13.73143419	31.83854467	28.29423646	40.00394459
AC016739	26.74516349	28.12125828	12.75061747	16.91422685	26.34290981	18.46335904
AC016745	0	2.008661306	1.961633456	2.984863563	0	0
AC016747	328.8664548	370.5980109	308.9572693	310.4258105	308.3096111	299.5167133
AC016751	0	0	0	0	0	0
AC016757	0	0	0	0	0	0
AC016768	0	0	0	0	0	0
AC016772	0	0	0	0	0	0
AC016831	2.971684833	5.021653264	5.884900369	29.84863563	27.31857314	24.61781205
AC016894	0	0	0.980816728	0	0	2.051484338
AC016903	0	0	0	0	0	0
AC016907	0	0	0	1.989909042	0	1.025742169
AC016908	0	0	0	0	0	0
AC016909	0	0	0	0	0	0
AC016910	0	0	0	0	0	0
AC016912	0	0	0	0	0	0
AC016994	0	0	0	0	0	0
AC016995	5.943369666	19.0822824	18.63551783	9.949545208	10.73229659	9.23167952
AC016999	2.971684833	0	0.980816728	0	0.975663326	1.025742169
AC017002	0	0	0	0	0.975663326	0
AC017006	0	0	0	0	0	0
AC017019	0	0	0	0	0	0
AC017035	0	0	0	0	0	0
AC017048	0	0	0	0	0	0
AC017053	0	0	0	0	0	0
AC017060	0	0	0	0	0	0
AC017074	2.971684833	4.017322611	4.90408364	5.969727125	3.902653305	9.23167952
AC017078	0	0	0	0	0	0
AC017079	0.990561611	2.008661306	0	0.994954521	0	1.025742169
AC017080	0	0	0	0	0	0
AC017081	0	0	0	0	0	0
AC017083	0	1.004330653	0	0.994954521	0	3.077226507
AC017101	1.981123222	0	0.980816728	0	0	0
AC017104	30.70740994	19.0822824	30.40531857	17.90918138	9.756633263	14.36039036
AC017116	0	0	0	0	0	0
AC018359	0	0	0	0	0	0
AC018442	0	0	0	0	0	0
AC018462	0.990561611	1.004330653	0.980816728	0	1.951326653	0
AC018463	0.990561611	0	0	0	0	0
AC018495	0	0	0	0	0	0
AC018634	0	0	0	0	0	0
AC018641	0	1.004330653	0.980816728	0	0	1.025742169
AC018643	0	0	0	0	0	0
AC018647	0.990561611	0	0	0.994954521	3.902653305	1.025742169
AC018685	0	0	0	0	0	0
AC018693	0	0	0	0	0	0
AC018696	3.962246444	3.012991958	1.961633456	1.989909042	3.902653305	0
AC018712	0.990561611	0	0	1.989909042	0.975663326	1.025742169
AC018717	0	0	0	0	0	0
AC018730	0	0	0	0	0	0
AC018731	1.981123222	5.021653264	1.961633456	2.984863563	0	0
AC018735	0	0	0	0	0	0
AC018737	0.990561611	0	0	0	0	0
AC018738	0	0	0	0	0.975663326	0
AC018742	0	0	1.961633456	1.989909042	3.902653305	2.051484338
AC018755	24.76404027	23.09960501	14.71225092	31.83854467	33.17255309	36.92671808
